,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,Fire Alarm
22733,-20.731,53.87,1333,405,12965,19391,938.749,2.0,2.08,1
25007,13.28,51.39,0,400,12469,19317,939.758,0.74,3.11,0
18616,20.327,48.05,1220,400,12914,19425,938.731,1.47,1.53,1
53796,25.82,48.63,169,440,12766,20554,937.369,1.66,1.73,0
47513,26.85,48.06,1312,400,12967,19400,938.741,2.1,2.18,1
58076,-8.9,40.72,89,400,12786,20656,937.481,1.91,1.99,0
44833,24.89,52.13,1201,412,12917,19421,938.72,1.67,1.74,1
54751,25.31,44.15,0,400,13285,21243,937.414,1.6,1.66,0
49676,26.84,48.1,1310,405,12991,19395,938.815,2.08,2.16,1
35879,25.93,49.78,956,652,12799,19485,939.071,2.46,2.56,1
20895,4.723,48.13,1333,411,12945,19392,938.697,2.08,2.17,1
42823,26.67,49.04,1088,400,12911,19452,938.72,1.77,1.84,1
57918,-5.176,46.86,72,400,12785,20680,937.492,1.92,1.99,0
3516,5.181,53.63,336,400,13104,19883,939.659,1.15,1.2,1
45558,24.69,52.19,1132,400,12983,19446,938.743,1.94,2.01,1
11516,12.038,53.4,1147,625,12800,19445,939.052,1.98,2.06,1
45875,25.58,53.82,1293,400,12961,19419,938.712,2.39,2.48,1
34131,18.44,57.38,387,400,13043,19879,939.263,0.52,0.54,1
30119,22.26,48.52,47,400,13240,20169,939.686,1.65,1.71,1
11109,7.527,53.84,1015,648,12797,19471,939.097,2.32,2.41,1
1656,25.111,52.51,0,400,13160,20062,939.606,0.84,0.88,0
4259,-3.112,53.77,119,400,13231,20108,939.656,2.2,2.29,1
20007,16.568,47.62,1172,400,12934,19430,938.735,1.68,1.75,1
23589,-19.947,49.49,1350,400,12974,19390,938.722,1.71,1.78,1
57607,9.884,45.12,83,455,12777,20674,937.551,2.43,2.53,0
18612,20.318,48.51,1191,400,12916,19431,938.727,1.58,1.65,1
19981,16.807,54.16,1124,400,12940,19455,938.73,1.69,1.76,1
32303,19.62,56.75,244,400,13141,20027,939.504,0.39,0.4,1
30068,20.66,49.35,64,400,13223,20155,939.665,2.36,2.45,1
49978,26.87,48.15,1320,419,12986,19398,938.859,1.65,1.71,1
36063,26.23,48.73,1025,646,12795,19473,939.107,2.09,2.18,1
11054,6.91,54.2,1009,646,12800,19478,939.106,2.29,2.38,1
31643,18.86,55.48,210,400,13143,20058,939.615,0.57,0.6,1
36500,24.47,52.54,1155,643,12794,19441,939.066,2.03,2.11,1
43427,26.81,48.35,1205,400,12909,19421,938.714,1.66,1.73,1
8549,-4.829,52.64,327,400,13093,19936,939.344,0.29,0.3,1
32945,20.96,49.89,304,400,13113,19958,939.405,0.37,0.39,1
5226,-9.005,52.35,0,400,13270,20232,939.709,2.5,2.6,1
492,25.293,53.44,27,400,12766,19762,939.814,0.27,0.28,0
45244,27.05,47.45,1300,423,12929,19398,938.735,1.8,1.87,1
22358,-17.476,51.93,1383,402,12964,19385,938.729,2.09,2.17,1
43368,26.84,48.24,1228,403,12913,19424,938.701,1.93,2.01,1
6368,-7.492,50.92,178,400,13168,20091,939.664,0.9,0.94,1
47829,25.06,50.62,1390,422,12959,19375,938.733,2.18,2.27,1
978,27.105,53.41,0,400,13038,19943,939.75,0.13,0.14,0
23253,-21.864,49.28,1469,426,12957,19360,938.717,1.5,1.56,1
16186,12.278,52.85,1138,400,12884,19438,938.773,1.95,2.02,1
55268,36.11,46.48,5102,400,13158,19632,936.906,0.53,0.55,0
16192,12.286,53.29,1174,420,12882,19438,938.774,1.9,1.97,1
14039,17.533,53.43,1136,499,12844,19450,938.913,1.87,1.95,1
1521,25.862,55.32,15,400,13109,19999,939.673,0.56,0.59,0
27851,19.47,45.91,152,400,13148,20021,939.654,0.94,0.98,0
21053,2.145,53.56,1343,417,12951,19388,938.693,2.0,2.08,1
33711,20.6,52.24,335,400,13091,19927,939.286,0.33,0.34,1
42663,27.12,47.28,1134,400,12903,19443,938.704,1.68,1.74,1
59514,11.18,42.12,159,431,12771,20556,937.347,2.11,2.19,0
13494,19.859,53.1,1182,527,12846,19444,938.867,2.07,2.15,1
41503,26.64,48.94,1118,400,12896,19450,938.759,1.6,1.66,1
21857,-10.909,48.2,1285,400,12959,19404,938.715,1.87,1.94,1
30305,20.73,48.75,41,400,13243,20194,939.719,2.21,2.29,1
46332,24.86,51.77,1356,424,12952,19387,938.71,1.93,2.0,1
42986,24.54,53.47,1151,403,12907,19446,938.707,1.74,1.8,1
30036,20.9,54.94,30,400,13252,20191,939.69,1.79,1.86,1
15847,12.005,49.49,1136,400,12881,19451,938.799,1.78,1.85,1
43366,26.78,48.49,1228,400,12909,19421,938.715,1.91,1.99,1
22607,-19.833,53.38,1364,417,12965,19392,938.771,1.94,2.02,1
222,22.859,56.51,20,400,12608,19669,939.784,0.06,0.13,0
1301,26.73,53.08,0,400,13097,19977,939.722,0.38,0.4,0
36198,25.5,47.5,1166,678,12785,19447,939.085,1.89,1.96,1
19626,19.306,50.32,1143,400,12933,19447,938.696,1.73,1.8,1
39718,27.08,47.21,1120,455,12864,19443,938.864,1.6,1.66,1
2907,12.745,45.62,140,400,13160,20027,939.616,1.16,1.2,0
57725,3.541,44.74,98,421,12779,20656,937.558,2.11,2.19,0
37156,24.71,52.09,977,584,12822,19479,939.014,1.94,2.02,1
57204,26.457,45.97,47,400,12833,20728,937.557,2.08,2.16,0
62541,2.755,15.05,1268,400,13645,20354,936.689,0.65,0.67,0
7586,-4.135,55.88,284,400,13113,19979,939.446,0.34,0.36,1
61365,19.909,21.75,22605,613,12710,18912,936.899,0.64,0.66,0
51038,32.39,18.04,156,2107,12641,20545,930.937,0.68,0.7,1
58196,-9.157,40.76,62,400,12799,20665,937.495,1.74,1.8,0
56810,48.38,14.73,658,400,13756,20536,936.692,0.64,0.67,0
28426,21.94,56.16,278,400,13138,19933,939.675,1.96,2.04,1
47922,26.48,49.71,1348,400,12975,19398,938.739,1.69,1.76,1
2392,18.728,47.97,53,400,13197,20112,939.596,0.82,0.85,0
6686,-6.377,49.29,204,400,13151,20062,939.582,0.72,0.75,1
36802,24.44,52.85,1086,608,12815,19459,939.079,2.05,2.13,1
1241,26.885,55.94,0,400,13095,19981,939.723,0.5,0.52,0
14292,16.275,48.05,1120,477,12859,19455,938.902,2.28,2.37,1
59972,20.064,46.12,179,403,12781,20536,937.363,1.48,1.54,0
7749,-4.08,56.26,299,400,13115,19971,939.414,0.41,0.43,1
31202,21.84,48.85,160,400,13183,20103,939.679,0.82,0.86,1
36757,26.0,52.0,981,588,12822,19487,939.082,1.97,2.05,1
4424,-4.614,52.89,94,400,13231,20131,939.668,2.31,2.4,1
37265,25.89,46.9,1126,601,12812,19448,939.039,2.04,2.12,1
39585,26.78,48.27,1130,456,12866,19450,938.885,1.89,1.96,1
8936,-5.2,55.73,342,400,13077,19913,939.256,0.5,0.52,1
26030,15.59,53.84,0,400,13045,19956,939.749,0.27,0.28,0
21314,-2.198,48.4,1281,400,12964,19405,938.696,2.29,2.38,1
17315,15.403,50.25,1218,417,12887,19424,938.762,1.55,1.61,1
42472,26.92,47.81,1205,406,12900,19432,938.739,1.73,1.8,1
24350,-5.781,53.52,1253,400,12994,19406,938.772,1.64,1.71,1
61884,-9.291,25.26,60000,12962,11231,16405,936.831,7677.27,8640.23,0
31464,19.03,55.36,193,400,13158,20072,939.612,0.75,0.78,1
31073,21.81,49.39,137,400,13196,20133,939.655,1.31,1.36,1
55474,43.05,32.35,8875,400,12933,19399,936.894,0.41,0.42,0
55418,39.13,34.72,2963,400,13143,19869,936.846,1.1,1.15,0
55809,50.73,14.16,668,400,13342,20476,936.845,0.99,1.03,0
14089,17.287,52.9,1120,493,12848,19448,938.924,1.9,1.97,1
6568,-6.795,49.06,194,400,13154,20066,939.615,0.72,0.75,1
25749,14.75,52.23,0,400,12951,19892,939.768,0.26,0.27,0
37412,24.37,53.35,1090,568,12826,19453,938.996,2.23,2.32,1
59676,17.874,44.08,156,420,12779,20568,937.416,1.47,1.53,0
7058,-5.153,54.53,243,400,13131,20030,939.565,0.33,0.34,1
52869,28.9,41.16,86,400,12788,20635,937.418,1.74,1.8,0
59376,4.506,43.92,148,418,12772,20569,937.332,2.33,2.42,0
51175,29.63,39.45,21,429,12863,20768,937.602,1.96,2.04,0
7283,-4.576,50.86,271,400,13122,19995,939.514,0.49,0.51,1
46193,26.91,47.86,1344,400,12955,19395,938.671,2.32,2.41,1
39471,26.95,47.57,1130,468,12859,19443,938.916,2.21,2.29,1
22020,-13.262,54.12,1404,413,12961,19388,938.731,2.07,2.16,1
41263,26.61,49.0,1113,400,12888,19445,938.766,1.79,1.86,1
26044,16.18,50.3,5,400,13038,19942,939.774,0.36,0.38,0
36461,25.99,51.35,979,600,12817,19474,939.089,2.32,2.41,1
34088,19.88,57.67,360,400,13065,19919,939.283,0.59,0.61,1
55497,46.84,26.07,10389,400,12847,19293,936.882,0.59,0.61,0
13422,20.088,51.98,1186,529,12834,19429,938.906,1.78,1.85,1
53166,28.75,41.57,138,406,12782,20586,937.345,1.7,1.77,0
61232,20.764,29.42,11711,400,12822,19222,936.882,0.53,0.55,0
43668,26.83,48.19,1216,408,12914,19421,938.711,1.54,1.6,1
7396,-4.36,49.69,260,400,13126,20006,939.511,0.48,0.5,1
25022,11.91,49.58,36,455,12472,19487,939.77,0.16,0.56,0
8080,-4.259,56.13,311,400,13103,19947,939.383,0.28,0.29,1
10371,-0.124,51.92,904,693,12778,19489,939.084,2.56,2.66,1
51773,28.9,41.66,60,403,12819,20701,937.499,2.28,2.37,0
46057,26.12,52.28,1321,400,12958,19399,938.678,1.9,1.97,1
28642,20.29,56.58,344,400,13094,19862,939.693,1.4,1.46,1
46494,26.88,47.95,1277,400,12965,19408,938.728,1.93,2.01,1
34858,23.94,53.61,694,793,12736,19563,939.163,2.75,2.86,1
22138,-14.846,54.1,1366,410,12958,19389,938.725,1.86,1.93,1
18052,18.481,53.43,1161,407,12907,19444,938.706,1.89,1.96,1
10740,3.477,53.81,1021,678,12791,19487,939.108,2.33,2.42,1
7198,-4.774,55.37,226,400,13148,20047,939.521,0.39,0.41,1
48054,26.87,48.1,1306,400,12979,19398,938.716,1.77,1.84,1
13695,19.104,47.72,1128,509,12845,19448,938.877,2.08,2.16,1
35594,26.0,48.97,929,671,12791,19496,939.078,2.06,2.14,1
2033,22.264,46.85,73,400,13106,19984,939.647,0.92,0.95,0
46109,24.43,53.73,1337,405,12951,19404,938.708,1.95,2.03,1
48951,26.78,48.41,1396,405,12978,19384,938.728,1.91,1.98,1
60638,12.5,39.44,0,400,13453,21293,937.38,2.11,2.19,0
48919,24.58,53.4,1402,406,12971,19377,938.732,1.65,1.71,1
2210,20.606,47.11,17,400,13189,20108,939.594,0.78,0.81,0
48901,26.98,47.86,1413,408,12978,19380,938.731,1.67,1.74,1
49530,24.31,54.17,1366,425,12988,19389,938.78,1.81,1.88,1
57909,-4.852,45.85,66,400,12784,20670,937.542,2.23,2.31,0
30793,19.89,53.76,27,400,13248,20224,939.686,2.34,2.43,1
57733,3.125,46.21,98,417,12778,20651,937.575,1.87,1.94,0
21901,-11.561,54.22,1274,400,12974,19410,938.753,1.79,1.86,1
25308,11.9,51.3,33,400,12649,19701,939.786,0.06,0.09,0
45902,27.02,47.32,1344,418,12946,19395,938.699,1.91,1.99,1
9035,-5.236,57.36,371,400,13051,19885,939.26,0.44,0.45,1
20414,11.894,48.23,1251,400,12951,19413,938.753,1.96,2.04,1
39337,26.3,51.73,1107,461,12869,19448,938.926,2.29,2.38,1
10801,4.126,53.77,988,662,12790,19479,939.067,2.21,2.3,1
17637,16.727,53.76,1105,400,12904,19456,938.73,1.52,1.58,1
22171,-15.269,47.59,1450,433,12944,19362,938.701,2.19,2.28,1
26324,15.34,51.71,13,400,13086,19975,939.724,0.51,0.53,0
60079,18.219,48.75,202,430,12769,20520,937.369,1.66,1.72,0
4942,-8.08,48.65,27,400,13256,20194,939.712,2.21,2.3,1
17262,15.198,52.5,1151,406,12896,19432,938.783,1.6,1.67,1
11201,8.56,47.56,1057,637,12803,19460,939.085,1.9,1.97,1
14232,16.575,48.08,1109,477,12859,19455,938.909,1.85,1.92,1
18408,19.768,53.22,1214,401,12906,19421,938.721,1.56,1.62,1
860,26.945,57.5,0,400,13006,19932,939.754,0.37,0.39,0
16446,12.726,50.0,1134,400,12892,19452,938.74,1.78,1.85,1
27244,19.74,49.26,0,400,13224,20169,939.631,0.99,1.03,0
60416,12.325,38.46,0,400,13221,21050,937.473,1.87,1.94,0
35871,24.92,54.59,986,642,12800,19478,939.071,2.36,2.45,1
4540,-5.566,51.73,77,400,13236,20137,939.674,2.3,2.39,1
55882,43.68,18.34,45,400,13548,21116,936.789,0.87,0.91,0
13332,20.338,47.98,1134,537,12840,19444,938.896,1.79,1.86,1
36419,26.68,47.62,1051,624,12809,19481,939.085,2.08,2.16,1
42419,27.05,47.43,1145,400,12902,19437,938.741,1.63,1.69,1
20696,7.845,52.62,994,400,13016,19475,938.727,2.58,2.69,1
10224,-1.346,52.82,879,690,12782,19511,939.059,2.17,2.26,1
59330,2.4,42.1,159,439,12779,20565,937.32,1.93,2.01,0
50517,39.77,15.54,375,5127,12246,19741,930.9,1.45,1.51,1
9913,-3.377,57.8,732,743,12749,19538,939.147,2.48,2.58,1
15324,12.39,47.22,1103,438,12875,19451,938.847,2.11,2.19,1
8108,-4.287,50.54,311,400,13108,19951,939.412,0.18,0.19,1
54108,27.94,46.06,167,410,12779,20558,937.373,1.72,1.78,0
53400,28.6,42.04,120,406,12795,20608,937.316,2.0,2.07,0
48313,24.76,52.36,1354,404,12968,19392,938.704,1.83,1.9,1
37152,24.86,51.15,1023,586,12827,19478,939.01,1.98,2.06,1
12541,20.131,53.33,1092,555,12841,19464,938.958,1.96,2.04,1
466,25.106,52.26,6,400,12764,19784,939.829,0.2,0.23,0
55947,41.17,29.1,664,400,13493,20537,936.853,0.73,0.76,0
9311,-5.134,66.08,610,549,12859,19640,939.213,2.27,2.36,1
51523,26.5,46.24,53,408,12832,20726,937.562,2.28,2.37,0
51905,29.25,40.59,75,447,12777,20678,937.551,1.92,2.0,0
33857,18.47,56.8,356,400,13068,19905,939.281,0.57,0.59,1
53482,26.3,46.2,158,431,12771,20569,937.327,1.84,1.92,0
56482,56.62,12.07,17907,400,13075,19026,936.691,1.91,2.16,0
46597,26.08,52.44,1264,400,12969,19411,938.716,1.76,1.83,1
1525,25.842,55.66,15,400,13109,20001,939.671,0.58,0.6,0
23523,-20.51,52.63,1310,400,12987,19397,938.687,1.77,1.84,1
39196,24.78,52.15,1132,488,12857,19456,938.891,2.06,2.14,1
9331,-5.113,59.76,597,536,12876,19653,939.241,2.43,2.53,1
40659,26.41,50.42,1134,401,12881,19454,938.802,2.06,2.14,1
37582,24.59,52.69,1067,566,12823,19453,939.011,1.97,2.05,1
16702,13.345,47.53,1061,400,12889,19451,938.766,1.99,2.07,1
16345,12.529,47.32,1143,400,12889,19443,938.743,2.0,2.08,1
28274,19.99,61.52,193,400,13184,20019,939.701,2.18,2.26,1
17411,15.784,48.62,1153,400,12907,19442,938.73,1.29,1.34,1
51324,27.27,44.0,42,417,12847,20747,937.556,1.87,1.94,0
5899,-8.83,49.77,63,400,13233,20209,939.641,2.02,2.1,1
33555,20.9,50.63,333,400,13097,19933,939.333,0.4,0.42,1
37886,24.55,52.96,1092,550,12827,19448,938.906,2.27,2.36,1
10429,0.396,49.89,1028,710,12766,19473,939.094,2.31,2.4,1
11365,10.391,47.92,1088,632,12808,19462,939.093,2.06,2.14,1
21107,1.251,53.19,1385,410,12944,19383,938.698,1.89,1.97,1
25086,11.42,52.54,18,422,12525,19619,939.788,0.01,0.02,0
18255,19.257,48.09,1172,400,12915,19439,938.703,1.69,1.76,1
34891,22.4,55.83,743,770,12740,19548,939.167,2.75,2.85,1
43608,26.83,48.24,1212,400,12920,19436,938.723,1.51,1.57,1
62274,-21.035,11.83,9229,400,13271,19426,936.702,4.98,5.17,0
1160,27.034,49.43,17,400,13056,19945,939.793,0.38,0.4,0
2697,15.276,51.88,101,400,13188,20071,939.638,1.08,1.12,0
41891,25.03,51.21,1161,400,12891,19441,938.757,2.31,2.4,1
46376,26.94,47.74,1304,400,12960,19411,938.715,1.77,1.84,1
13370,20.238,52.76,1193,534,12830,19426,938.895,1.69,1.75,1
31979,21.19,49.69,230,400,13143,20043,939.584,0.51,0.53,1
28073,21.14,46.14,140,400,13166,20027,939.667,0.96,0.99,0
55789,52.0,13.56,1505,400,13261,20248,936.821,1.06,1.1,0
15628,12.039,47.19,1191,427,12870,19431,938.827,1.58,1.64,1
8287,-4.493,50.01,328,400,13107,19944,939.379,0.36,0.38,1
6589,-6.72,55.4,207,400,13146,20056,939.595,0.62,0.64,1
61675,5.582,18.51,0,400,13655,21401,936.825,0.88,0.91,0
52398,26.91,43.51,78,408,12778,20654,937.479,2.21,2.29,0
27572,18.13,52.34,72,400,13196,20107,939.607,0.9,0.93,0
8726,-5.034,50.89,336,400,13083,19916,939.301,0.34,0.35,1
16471,12.779,47.17,1212,417,12874,19434,938.76,1.69,1.76,1
12771,20.721,52.91,1132,554,12834,19457,938.931,1.79,1.86,1
57123,27.123,42.69,84,436,12828,20712,937.573,2.05,2.13,0
60936,16.677,55.5,2668,400,13318,19953,936.935,0.78,0.81,0
26712,18.33,51.15,9,400,13148,20050,939.634,0.63,0.66,0
32849,18.5,55.58,312,400,13110,19953,939.439,0.26,0.27,1
53011,26.0,47.22,114,400,12788,20615,937.396,2.06,2.14,0
20796,6.297,50.6,1335,414,12948,19397,938.697,2.25,2.34,1
16353,12.544,48.75,1210,411,12878,19426,938.76,1.7,1.76,1
18272,19.317,48.01,1247,436,12889,19405,938.694,1.58,1.64,1
60559,12.07,44.46,0,400,13379,21245,937.455,1.61,1.68,0
11801,14.95,52.02,1071,609,12813,19458,939.081,2.04,2.12,1
10606,2.097,48.66,929,670,12795,19499,939.068,2.16,2.24,1
21551,-6.111,48.81,1356,401,12960,19384,938.722,1.84,1.91,1
2139,21.293,47.85,4,400,13170,20066,939.656,1.01,1.05,0
26114,14.08,54.72,35,400,13050,19939,939.757,0.35,0.36,0
13905,18.175,52.44,1124,509,12850,19453,938.907,2.37,2.46,1
58677,-4.084,41.15,129,408,12790,20591,937.413,2.02,2.1,0
14423,15.626,47.24,1128,474,12860,19439,938.93,1.63,1.69,1
30544,21.04,48.61,43,400,13248,20216,939.728,2.61,2.71,1
48008,25.14,50.06,1381,413,12962,19375,938.719,1.94,2.02,1
215,22.781,55.66,8,400,12601,19672,939.801,0.11,0.23,0
25959,13.14,56.92,20,400,13013,19925,939.754,0.14,0.15,0
16511,12.867,48.55,1109,400,12891,19446,938.754,1.54,1.6,1
53410,28.83,41.44,106,400,12798,20619,937.318,1.66,1.72,0
48828,26.72,48.64,1379,400,12977,19381,938.693,1.75,1.82,1
6894,-5.664,56.19,238,400,13130,20030,939.599,0.5,0.52,1
51041,32.26,18.16,172,2436,12588,20528,930.921,0.73,0.76,1
3208,9.006,58.4,0,400,13350,20337,939.683,2.54,2.64,1
59355,3.528,48.19,165,433,12773,20553,937.326,2.11,2.2,0
37486,26.71,47.99,1126,566,12825,19450,938.987,1.96,2.04,1
33690,18.46,56.77,346,400,13075,19910,939.28,0.21,0.22,1
37293,24.38,53.32,1067,577,12823,19465,938.997,1.89,1.96,1
48839,26.94,47.92,1364,400,12979,19382,938.682,1.85,1.92,1
10630,2.339,54.92,960,680,12788,19493,939.068,2.24,2.33,1
39472,26.98,47.48,1182,485,12853,19437,938.909,2.19,2.28,1
10764,3.731,50.39,935,652,12803,19503,939.073,2.23,2.32,1
41902,24.62,53.13,1161,416,12894,19441,938.76,2.3,2.39,1
25714,12.76,52.96,25,400,12906,19852,939.78,0.27,0.28,0
62068,-19.372,17.9,60000,11833,11279,16346,936.781,5385.24,9123.1,0
32079,20.66,52.34,225,400,13143,20049,939.551,0.42,0.43,1
19027,20.793,49.74,1184,400,12920,19431,938.711,1.91,1.98,1
25903,12.9,57.11,4,400,13000,19921,939.77,0.13,0.14,0
15649,12.028,53.01,1180,424,12871,19435,938.805,1.62,1.68,1
17122,14.679,47.53,1151,400,12898,19441,938.783,1.81,1.88,1
15061,13.006,53.63,996,415,12881,19472,938.81,1.95,2.03,1
50782,38.23,14.03,44,1301,12908,20549,930.88,1.08,1.12,1
58725,-4.191,41.71,124,404,12789,20598,937.428,1.6,1.66,0
4397,-4.379,48.51,86,400,13241,20125,939.661,2.26,2.34,1
49066,26.65,48.05,1199,400,13039,19437,938.739,2.12,2.2,1
48961,26.98,47.9,1335,400,12985,19390,938.723,1.82,1.89,1
55755,56.56,16.96,41426,835,12582,18600,936.901,0.87,0.91,0
25422,12.53,49.64,44,400,12710,19727,939.842,0.17,0.21,0
62027,-17.639,18.02,60000,25863,10872,15603,936.773,12200.22,30463.02,0
27809,18.36,51.68,130,400,13167,20041,939.658,0.95,0.99,0
52504,28.91,41.14,69,400,12791,20664,937.473,2.04,2.12,0
13280,20.463,47.21,1109,514,12841,19447,938.92,2.16,2.25,1
51607,29.48,40.05,67,400,12834,20707,937.534,1.87,1.94,0
10299,-0.741,50.14,894,687,12784,19512,939.083,2.16,2.24,1
11400,10.777,53.64,1051,636,12798,19461,939.099,2.31,2.4,1
29606,19.93,53.51,39,400,13256,20179,939.667,2.38,2.48,1
6164,-8.147,54.47,166,400,13175,20102,939.662,1.17,1.21,1
4361,-4.06,52.3,111,400,13224,20109,939.647,2.23,2.31,1
18165,18.924,52.89,1189,406,12908,19435,938.696,1.68,1.75,1
32984,20.56,51.91,302,400,13116,19959,939.399,0.31,0.33,1
34341,22.08,58.08,609,541,12872,19647,939.241,2.5,2.6,1
44637,26.99,47.69,1153,406,12929,19446,938.718,1.66,1.73,1
56040,47.26,28.01,60000,4692,11710,17189,936.868,1208.58,1255.67,0
46708,24.4,53.86,1352,410,12959,19387,938.709,2.39,2.48,1
42798,24.72,52.79,1105,400,12910,19454,938.712,2.1,2.19,1
30337,21.46,53.06,0,400,13279,20246,939.726,2.39,2.48,1
8778,-5.084,51.52,348,400,13081,19918,939.287,0.26,0.27,1
46398,24.66,52.93,1331,408,12953,19387,938.696,1.78,1.85,1
39558,24.79,52.41,1147,479,12857,19442,938.897,2.1,2.18,1
57963,-6.635,44.05,117,414,12775,20626,937.504,2.19,2.27,0
4128,-1.811,52.74,138,400,13220,20085,939.613,1.98,2.06,1
44701,27.08,47.58,1186,405,12927,19433,938.702,1.7,1.77,1
16017,12.095,53.54,1090,404,12883,19455,938.773,2.22,2.31,1
14257,16.45,50.83,1141,491,12856,19442,938.903,1.65,1.72,1
20572,9.689,52.7,1071,400,12989,19461,938.733,2.14,2.22,1
56381,58.74,12.51,60000,9063,11412,16828,936.735,645.72,754.77,0
55612,51.58,22.74,20596,614,12705,18936,936.898,0.55,0.57,0
31662,21.02,51.24,191,400,13153,20068,939.592,0.61,0.63,1
26873,16.48,54.13,84,400,13109,19974,939.623,0.94,0.97,0
34806,24.09,52.6,714,894,12674,19559,939.153,2.53,2.63,1
24653,4.368,54.03,1333,409,12990,19397,938.796,2.31,2.41,1
59708,18.828,47.32,177,437,12764,20543,937.424,1.43,1.49,0
53574,28.36,43.3,140,424,12782,20580,937.346,1.92,1.99,0
52392,29.12,40.74,64,400,12785,20662,937.494,2.38,2.47,0
32025,20.91,50.81,226,400,13138,20032,939.546,0.45,0.47,1
15727,12.002,49.48,1140,411,12888,19453,938.798,1.99,2.07,1
20394,12.159,53.47,1264,400,12953,19416,938.762,2.05,2.13,1
14321,16.13,51.95,1138,488,12854,19443,938.925,1.81,1.88,1
45023,24.55,53.49,1187,408,12925,19429,938.739,1.36,1.41,1
21580,-6.581,52.37,1318,408,12960,19401,938.748,1.93,2.0,1
10091,-2.315,57.11,956,741,12767,19501,939.141,2.09,2.18,1
58041,-8.431,47.2,117,408,12775,20624,937.489,1.9,1.98,0
24473,-2.001,53.98,1362,422,12982,19390,938.797,2.01,2.09,1
7084,-5.078,52.78,218,400,13144,20033,939.557,0.44,0.46,1
50603,39.92,13.65,81,2809,12610,20243,930.922,0.96,1.0,1
20471,11.119,48.29,1155,400,12972,19438,938.751,1.76,1.83,1
38484,24.62,52.83,1134,520,12843,19449,938.856,2.16,2.24,1
37939,24.69,52.45,1099,555,12836,19454,938.902,2.22,2.3,1
51328,27.09,44.56,27,420,12848,20758,937.566,1.86,1.93,0
29804,21.97,50.12,25,400,13255,20190,939.678,2.09,2.17,1
28275,19.95,61.95,202,400,13180,20013,939.694,2.16,2.24,1
52752,28.98,40.96,96,400,12784,20621,937.443,1.93,2.0,0
36947,26.64,48.06,1099,600,12816,19454,939.055,2.35,2.45,1
49292,24.27,53.85,1289,400,12999,19406,938.801,1.83,1.9,1
128,21.747,51.18,2,413,12565,19665,939.805,0.0,0.01,0
13324,20.358,50.83,1080,513,12846,19461,938.887,1.84,1.91,1
7888,-4.116,50.35,297,400,13115,19959,939.411,0.39,0.4,1
46356,25.95,53.29,1274,400,12965,19409,938.7,1.86,1.93,1
57679,5.979,46.61,92,433,12773,20662,937.541,1.95,2.02,0
57132,27.116,44.9,47,415,12834,20729,937.575,2.02,2.09,0
16642,13.185,47.52,1159,401,12886,19438,938.769,2.07,2.15,1
57230,25.978,39.77,32,400,12840,20744,937.579,2.11,2.19,0
35409,25.61,49.85,906,678,12788,19511,939.092,1.93,2.0,1
14860,13.685,51.83,1117,458,12865,19439,938.845,1.73,1.79,1
22396,-17.881,48.32,1394,402,12965,19388,938.737,1.83,1.9,1
59416,6.422,48.29,159,449,12763,20557,937.322,1.98,2.05,0
16920,13.992,53.76,1130,400,12894,19446,938.778,1.98,2.06,1
25696,14.76,50.88,22,400,12915,19863,939.787,0.12,0.12,0
58292,-8.279,44.69,75,400,12800,20660,937.475,1.68,1.75,0
8711,-5.018,54.72,337,400,13100,19940,939.282,0.3,0.31,1
19438,20.105,53.91,1218,413,12919,19425,938.678,1.57,1.63,1
18265,19.292,47.45,1140,405,12912,19437,938.693,1.44,1.5,1
51492,29.67,39.52,41,404,12834,20731,937.58,2.25,2.34,0
15299,12.436,53.48,1145,441,12869,19439,938.821,2.19,2.27,1
52036,27.46,41.36,96,422,12773,20656,937.547,2.0,2.08,0
39452,24.49,53.36,1151,474,12855,19438,938.896,1.99,2.06,1
